49,314,312,339,09X403,BRONX INTERNATIONAL HIGH SCHOOL
32,363,360,351,09X404,SCHOOL FOR EXCELLENCE
34,356,376,351,09X412,BRONX HIGH SCHOOL OF BUSINESS
64,400,419,402,09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE
35,379,364,379,09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS
80,404,418,402,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE"
50,368,384,369,09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL
114,384,394,388,09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL
27,353,315,371,09X543,HIGH SCHOOL FOR VIOLIN AND DANCE
113,438,455,440,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)
86,373,412,365,10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY
59,405,391,394,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL
79,382,393,382,10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS"
26,382,406,370,10X243,WEST BRONX ACADEMY FOR THE FUTURE
52,304,356,302,10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL
54,402,395,385,10X284,BRONX SCHOOL OF LAW AND FINANCE
49,300,333,301,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS
111,390,408,383,10X368,INsTECH ACADEMY (M.S. / HIGH SCHOOL 368)
61,392,401,387,10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA)
38,343,356,330,10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS)
57,370,371,365,10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS
51,404,418,400,10X434,BELMONT PREPARATORY HIGH SCHOOL
48,355,350,372,10X437,FORDHAM HIGH SCHOOL FOR THE ARTS
63,367,385,367,10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY
65,366,364,352,10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE
443,419,426,410,10X440,DEWITT CLINTON HIGH SCHOOL
52,423,420,427,10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE"
731,632,688,649,10X445,BRONX HIGH SCHOOL OF SCIENCE
109,351,362,339,10X475,JOHN F. KENNEDY HIGH SCHOOL
99,414,435,414,10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES
68,348,362,354,10X546,BRONX THEATRE HIGH SCHOOL
55,372,379,364,10X549,DISCOVERY HIGH SCHOOL
73,362,382,356,10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
10,350,356,317,10X667,GRACE DODGE YABC
92,636,648,636,10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE
74,370,381,382,11X249,BRONX HEALTH SCIENCES HIGH SCHOOL
46,400,357,390,11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS
81,377,391,367,11X265,BRONX LAB SCHOOL
56,386,394,361,11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL
72,381,376,354,11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY
97,444,471,433,11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE
69,387,365,383,11X290,BRONX ACADEMY OF HEALTH CAREERS
60,387,391,391,11X299,ASTOR COLLEGIATE ACADEMY
121,367,361,353,11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL
48,419,433,416,11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS
189,386,397,368,11X455,HARRY S TRUMAN HIGH SCHOOL
72,332,381,335,11X513,NEW WORLD HIGH SCHOOL
48,377,372,363,11X514,THE BRONXWOOD PREPARATORY ACADEMY
57,372,382,375,11X541,GLOBAL ENTERPRISE HIGH SCHOOL
76,431,438,419,11X542,PELHAM PREPARATORY ACADEMY
55,383,378,365,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS
46,388,393,382,11X545,BRONX AEROSPACE HIGH SCHOOL
25,348,344,354,12X245,NEW DAY ACADEMY
49,347,367,341,12X248,"METROPOLITAN HIGH SCHOOL, THE"
57,381,381,360,12X251,EXPLORATIONS ACADEMY
30,361,353,360,12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL
36,408,432,411,12X267,BRONX LATIN
46,366,378,358,12X271,EAST BRONX ACADEMY FOR THE FUTURE
34,390,401,364,12X278,PEACE AND DIVERSITY ACADEMY
30,321,351,298,12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE
14,380,372,349,12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX
16,398,385,398,12X480,BRONX REGIONAL HIGH SCHOOL
42,304,323,312,12X550,HIGH SCHOOL OF WORLD CULTURES
72,342,346,341,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL
66,378,374,362,12X684,WINGS ACADEMY
31,375,387,376,12X690,MONROE ACADEMY FOR BUSINESS/LAW
43,332,357,349,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN
29,352,349,373,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS
9,439,374,418,13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT
52,360,364,356,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART
37,375,355,384,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA"
92,399,417,395,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS"
1277,587,659,587,13K430,BROOKLYN TECHNICAL HIGH SCHOOL
90,305,364,312,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL
105,400,417,389,13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE
72,384,364,368,13K499,ACORN COMMUNITY HIGH SCHOOL
29,400,390,403,13K509,FREEDOM ACADEMY HIGH SCHOOL
8,435,383,379,13K553,BROOKLYN ACADEMY HIGH SCHOOL
13,398,391,394,13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL
89,438,443,431,13K595,BEDFORD ACADEMY HIGH SCHOOL
85,406,391,392,13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
185,471,472,448,13K670,BENJAMIN BANNEKER ACADEMY
20,441,499,413,13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY"
102,365,361,359,14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL
68,387,357,381,14K404,ACADEMY FOR YOUNG WRITERS
72,586,584,570,14K449,"BROOKLYN LATIN SCHOOL, THE"
41,407,386,396,14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS
144,364,379,371,14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS
134,413,396,395,14K477,SCHOOL FOR LEGAL STUDIES
142,398,421,396,14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY"
42,367,373,350,14K488,BROOKLYN PREPARATORY HIGH SCHOOL
72,363,385,364,14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN
113,397,410,380,14K561,WILLIAMSBURG PREPARATORY SCHOOL
31,371,377,355,14K586,LYONS COMMUNITY SCHOOL
94,367,376,350,14K610,AUTOMOTIVE HIGH SCHOOL
12,382,372,368,14K632,FRANCES PERKINS ACADEMY
28,359,335,341,14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE
52,361,367,383,15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES
76,393,399,387,15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES
59,398,411,394,15K462,SECONDARY SCHOOL FOR LAW
58,397,391,381,15K463,SECONDARY SCHOOL FOR JOURNALISM
72,379,416,380,15K464,PARK SLOPE COLLEGIATE
64,405,415,392,15K497,SCHOOL FOR INTERNATIONAL STUDIES
77,398,402,385,15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES
9,352,341,300,15K520,PACIFIC HIGH SCHOOL
28,368,365,368,15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL
141,426,421,411,15K656,BROOKLYN HIGH SCHOOL OF THE ARTS
8,430,416,425,15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL
20,355,355,358,16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL
131,365,370,362,16K455,BOYS AND GIRLS HIGH SCHOOL
46,362,372,358,16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY
36,370,372,351,16K594,GOTHAM PROFESSIONAL ARTS ACADEMY
59,396,374,369,17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL
57,352,342,351,17K408,ACADEMY OF HOSPITALITY AND TOURISM
7,394,364,334,17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL
71,287,335,291,17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS
46,403,385,388,17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP
35,348,381,359,17K531,"SCHOOL FOR HUMAN RIGHTS, THE"
38,377,404,372,17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP
73,338,349,340,17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS
61,362,375,368,17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS
69,457,462,441,17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS"
54,386,391,369,17K544,INTERNATIONAL ARTS BUSINESS SCHOOL
79,418,441,414,17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW
63,388,382,373,17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT
48,385,393,373,17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE
16,372,356,335,17K568,BROWNSVILLE ACADEMY HIGH SCHOOL
165,476,481,479,17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL
259,425,413,413,17K600,CLARA BARTON HIGH SCHOOL
53,365,363,355,17K625,PAUL ROBESON HIGH SCHOOL
56,313,320,330,18K563,IT TAKES A VILLAGE ACADEMY
29,374,377,394,18K566,BROOKLYN GENERATION SCHOOL
54,383,358,377,18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL
43,368,378,346,18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL
63,387,377,379,18K576,VICTORY COLLEGIATE HIGH SCHOOL
17,384,362,351,18K578,BROOKLYN BRIDGE ACADEMY
48,361,360,359,18K589,ARTS & MEDIA PREPARATORY ACADEMY
37,404,393,386,18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA
33,393,395,381,18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES
75,386,380,393,18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS
7,400,370,370,18K635,OLYMPUS ACADEMY
35,363,381,367,18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT
40,376,385,374,18K642,URBAN ACTION ACADEMY
12,410,403,378,18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL
54,416,432,394,19K409,EAST NEW YORK FAMILY ACADEMY
37,341,349,333,19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY
47,363,349,342,19K504,HIGH SCHOOL FOR CIVIL RIGHTS
61,380,386,383,19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL
68,371,365,370,19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL
29,279,322,286,19K583,MULTICULTURAL HIGH SCHOOL
182,395,418,380,19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
60,371,371,354,19K618,ACADEMY OF INNOVATIVE TECHNOLOGY
57,360,385,363,19K639,BROOKLYN LAB SCHOOL
51,376,385,368,19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL
74,370,369,363,19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
38,383,400,374,19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS"
456,402,471,399,20K445,NEW UTRECHT HIGH SCHOOL
238,425,474,424,20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY
694,417,478,411,20K490,FORT HAMILTON HIGH SCHOOL
385,383,486,375,20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL
18,338,477,316,20K658,FRANKLIN DELANO ROOSEVELT YABC
54,326,386,314,21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE
54,402,427,408,21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES
39,388,398,378,21K348,HIGH SCHOOL OF SPORTS MANAGEMENT
475,396,437,393,21K410,ABRAHAM LINCOLN HIGH SCHOOL
727,468,496,467,21K525,EDWARD R. MURROW HIGH SCHOOL
448,404,468,390,21K540,JOHN DEWEY HIGH SCHOOL
40,384,375,365,21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC
40,353,370,356,21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS
95,394,414,376,21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
119,429,449,435,21K690,BROOKLYN STUDIO SECONDARY SCHOOL
10,411,369,373,21K728,LIBERATION DIPLOMA PLUS
824,478,519,476,22K405,MIDWOOD HIGH SCHOOL
518,436,475,439,22K425,JAMES MADISON HIGH SCHOOL
236,383,392,370,22K495,SHEEPSHEAD BAY HIGH SCHOOL
259,524,561,542,22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES
131,456,456,440,22K555,BROOKLYN COLLEGE ACADEMY
60,389,409,387,23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL
55,361,371,359,23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL
11,349,338,331,23K643,BROOKLYN DEMOCRACY ACADEMY
7,311,371,311,23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL
17,350,346,332,23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL
69,392,416,388,23K697,TEACHERS PREPARATORY HIGH SCHOOL
89,405,454,421,24Q264,ACADEMY OF FINANCE AND ENTERPRISE
39,406,413,400,24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION
69,404,429,407,24Q293,CIVIC LEADERSHIP ACADEMY
55,317,323,311,24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL
155,545,568,550,24Q299,BARD HIGH SCHOOL EARLY COLLEGE II
320,383,440,380,24Q455,NEWTOWN HIGH SCHOOL
241,395,420,396,24Q485,GROVER CLEVELAND HIGH SCHOOL
58,399,393,385,24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE
69,326,409,329,24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE
138,391,403,380,24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS
80,443,447,440,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY"
155,417,447,406,24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL
